======================================
Deal-in Rate (放铳率) = deal_in_count / total_rounds
Generated at: 2026-01-09 00:24:36
Total players: 1934
======================================

Rank  	Rate        	Player Name              	Rounds
597   	19.20%      	真心                   	2640
598   	19.20%      	逍遥星空             	224
599   	19.20%      	硅基生命             	224
600   	19.20%      	抱米花哦             	224
601   	19.20%      	angu                     	448
602   	19.17%      	蚀叁夭                	2744
603   	19.16%      	老王                   	287
604   	19.14%      	青岛浪速小梁       	256
605   	19.14%      	志明                   	256
606   	19.14%      	幻浪                   	256
607   	19.14%      	火鸡                   	1092
608   	19.13%      	N519                     	528
609   	19.12%      	八九胡十万          	2882
610   	19.12%      	Restist                  	544
611   	19.11%      	Mo鱼                    	2308
612   	19.10%      	Panda棒哒              	2864
613   	19.09%      	zerozeng                 	3792
614   	19.08%      	振玉                   	1656
615   	19.08%      	初见                   	6116
616   	19.08%      	Jvruo                    	1284
617   	19.08%      	pakake                   	304
618   	19.07%      	山浩然                	2024
619   	19.07%      	天使的浦             	624
620   	19.07%      	ChloeZ                   	624
621   	19.07%      	SSSFFF                   	2208
622   	19.06%      	十鬼蛇沃玛          	320
623   	19.06%      	往事随风             	6380
624   	19.05%      	tmry                     	656
625   	19.05%      	淡定哥                	252
626   	19.05%      	慕容彰                	84
627   	19.03%      	陈光耀cgy             	783
628   	19.01%      	铃声末响             	2704
629   	19.00%      	Tetriseffect             	1216
630   	18.99%      	K437                     	416
631   	18.98%      	天                      	432
632   	18.98%      	九莲老登             	432
633   	18.98%      	元喜莲                	1776
634   	18.95%      	倒不推推不倒       	496
635   	18.94%      	深的蓝                	1072
636   	18.93%      	萌新99成              	861
637   	18.93%      	喵可莉                	1104
638   	18.92%      	lingtong                 	592
639   	18.91%      	章无律                	2480
640   	18.91%      	Jk酱                    	640
641   	18.90%      	SEiYA                    	328
642   	18.90%      	t2004                    	2180
643   	18.90%      	pluto                    	1376
644   	18.89%      	茗清流                	3356
645   	18.89%      	Imple                    	720
646   	18.86%      	小虫鼬                	880
647   	18.86%      	小玖                   	7052
648   	18.85%      	破破                   	960
649   	18.85%      	氟磺酸镍             	748
650   	18.83%      	孟丽莉                	738
651   	18.83%      	Gompyn                   	648
652   	18.82%      	梅梅梅梅             	1472
653   	18.82%      	爱の火车票          	1201
654   	18.78%      	雀蛏                   	362
655   	18.76%      	雨萌小小酱          	3379
656   	18.75%      	龍龍想你了          	112
657   	18.75%      	黑桃A                  	128
658   	18.75%      	风雪奇缘             	112
659   	18.75%      	風林火山             	1056
660   	18.75%      	雀游屋皮皮          	64
661   	18.75%      	闲月                   	32
662   	18.75%      	闪电                   	16
663   	18.75%      	锦亚澄                	32
664   	18.75%      	逍遥自在             	160
665   	18.75%      	路辺三條             	32
666   	18.75%      	路边一条             	64
667   	18.75%      	赵秋雨                	320
668   	18.75%      	貔貅送分童子       	16
669   	18.75%      	見えない             	32
670   	18.75%      	蓝十                   	1024
671   	18.75%      	萌新有雪             	240
672   	18.75%      	萌新搞事情          	32
673   	18.75%      	萌新小白             	48
674   	18.75%      	萌新pp                 	16
675   	18.75%      	苑清青                	128
676   	18.75%      	花顺双抽             	160
677   	18.75%      	胡伊卓                	16
678   	18.75%      	老王c                  	32
679   	18.75%      	缥缈qwq                	608
680   	18.75%      	笹葉更紗             	16
681   	18.75%      	祝                      	80
682   	18.75%      	瞻某人                	16
683   	18.75%      	白晴                   	96
684   	18.75%      	理论魔术师          	48
